"Hôtellerie: arrivées et nuitées des établissements ouverts selon l'année, le mois, la région touristique et la provenance des hôtes"

"Année";"Mois";"Région touristique";"Suisse Nuitées";"Pays baltes Nuitées";"Allemagne Nuitées";"France Nuitées";"Italie Nuitées";"Autriche Nuitées";"Royaume-Uni Nuitées";"Irlande (Eire) Nuitées";"Pays-Bas Nuitées";"Belgique Nuitées";"Luxembourg Nuitées";"Danemark Nuitées";"Suède Nuitées";"Norvège Nuitées";"Finlande Nuitées";"Espagne Nuitées";"Portugal Nuitées";"Grèce Nuitées";"Turquie Nuitées";"Autres Europe Nuitées";"Liechtenstein Nuitées";"Islande Nuitées";"Pologne Nuitées";"Hongrie Nuitées";"Biélorussie Nuitées";"Bulgarie Nuitées";"Malte Nuitées";"Chypre Nuitées";"Chili Nuitées";"Etats-Unis d'Amérique Nuitées";"Canada Nuitées";"Mexique Nuitées";"Brésil Nuitées";"Argentine Nuitées";"Amérique Centrale, Caraïbes Nuitées";"Autres Amérique du Sud Nuitées";"Autres Amérique centrale, Caraïbes Nuitées";"Egypte Nuitées";"Autres Afrique du Nord Nuitées";"Afrique du Sud Nuitées";"Autres Afrique Nuitées";"Bahreïn Nuitées";"Israël Nuitées";"Inde Nuitées";"Japon Nuitées";"Autres Asie de l'Est Nuitées";"Qatar Nuitées";"Koweït Nuitées";"Australie Nuitées";"Australie, N.Zélande, Océanie Nuitées";"Chine (sans Hongkong) Nuitées";"Pays du Golfe Nuitées";"Hongkong Nuitées";"Indonésie Nuitées";"République de Corée Nuitées";"Malaisie Nuitées";"Philippines Nuitées";"Nouvelle Zélande, Océanie Nuitées";"Singapour Nuitées";"Oman Nuitées";"Chine (Taiwan) Nuitées";"Thaïlande Nuitées";"Autres Asie de l'Ouest Nuitées";"Estonie Nuitées";"Lettonie Nuitées";"Lituanie Nuitées";"Arabie Saoudite Nuitées";"Emirats Arabes Unis Nuitées";"Serbie et Monténégro Nuitées";"Croatie Nuitées";"Roumanie Nuitées";"Russie Nuitées";"Slovaquie Nuitées";"Slovénie Nuitées";"République tchèque Nuitées";"Ukraine Nuitées";"Serbie Nuitées"
"2017";"Juin";"Suisse";1416422;...;332041;92868;73954;37425;155293;7439;50587;41742;7167;9894;12490;7566;8460;39324;11755;6367;11376;10634;2258;1368;15027;9196;1394;3569;1373;1405;2607;274291;27259;6582;23139;6979;...;8404;6726;2285;3888;5622;14069;766;18311;142723;56851;16002;3305;2684;39864;...;131795;...;19282;15172;47237;6759;3833;4941;19463;1818;31959;20503;7377;1319;1073;1486;12178;15509;...;2502;6587;24835;4489;2581;9888;4873;2621
"2017";"Juillet";"Suisse";1839883;...;373745;119025;76015;41602;168306;7424;83000;88295;6757;17845;18787;15966;7909;49936;11183;7288;10270;11227;3001;1194;17562;10248;1203;3120;1102;1954;2299;287607;28871;8241;23528;6094;...;7088;6707;4813;4869;5661;11995;4304;26976;93077;96702;21094;11388;18041;46058;...;179845;...;19416;8610;54013;5914;3225;5872;11798;6879;27169;15987;12608;1381;1182;1370;80811;72930;...;2128;7775;31825;5316;3128;12807;5579;2255
"2017";"Août";"Suisse";1752321;...;442255;149520;121198;46093;167435;7176;84017;85481;11539;10036;12377;7440;5851;70252;11655;7643;8977;12177;2550;1336;16884;10838;928;3721;1615;1608;1885;226162;28962;5789;17192;5575;...;6216;4714;4095;4453;3487;9061;6994;39396;69694;68730;18199;19637;35396;33271;...;170051;...;18618;3426;57272;4286;3286;4792;8757;5992;23294;11664;11109;1429;997;1456;108817;96374;...;2708;8967;28898;5247;2978;14250;6023;2494
"2017";"Septembre";"Suisse";1613958;...;359992;96844;71156;49765;151762;7063;49586;35079;7153;10958;15945;8361;7053;42353;12315;6432;10301;9745;2404;1280;16137;8273;1987;3855;1182;1117;2346;243909;31200;6222;24028;6290;...;6894;5719;4047;4937;4860;11758;1839;19937;60086;42555;17206;10250;8614;41522;...;120628;...;13965;6997;46380;6544;3728;5038;12639;2780;27005;16512;11254;1099;936;1328;46340;32487;...;2400;8222;23090;5700;2748;8216;4614;2693
"2017";"Octobre";"Suisse";1473619;...;258534;94698;65693;38401;95724;7235;31312;18674;4207;7871;11711;8082;5688;31954;10208;5837;8016;10205;2470;866;13439;7768;993;3246;856;794;1739;157482;20767;4708;20570;4683;...;6626;5092;2831;4324;3824;13580;1070;11148;52963;24584;14226;4768;3469;23360;...;133328;...;11191;6096;56335;7008;3441;3245;12469;1884;23458;23286;7076;1076;984;1344;15728;19653;...;2590;7398;22493;4353;2238;6847;5137;2422
"2017";"Novembre";"Suisse";915464;...;188389;79704;63519;24989;77631;7175;21142;18176;3644;5938;9266;4827;4753;28401;10008;6385;8044;9852;1698;513;13761;5139;887;2969;858;968;1222;94250;12851;3560;13242;2963;...;5082;3991;2248;4157;2971;10886;547;9081;22271;15636;10540;3894;1689;11620;...;71206;...;6427;5000;23920;5156;2545;1454;10775;931;6750;10769;6225;753;833;1352;8758;13529;...;2090;7096;21681;3770;1868;5545;5815;2289
"2017";"Décembre";"Suisse";1202332;...;267957;103185;101207;20285;125993;6873;42558;39398;10906;6067;10962;4629;5585;42770;11919;13614;8507;10549;2114;651;13519;4117;1477;3553;1671;1392;1041;118300;12935;4769;21252;2156;...;4464;4238;2460;4130;6247;8908;767;11159;23347;13673;10444;4692;2864;28932;...;65008;...;11443;14438;19694;12307;3429;2700;22491;619;6806;15951;7596;1558;1571;1448;7703;20719;...;2360;7876;34276;3281;1968;6392;6910;2514
"2018";"Janvier";"Suisse";1420105;...;314638;102648;75988;23646;129244;7375;44494;57685;7920;7910;16454;7137;5552;28983;10393;8608;12330;10570;1953;739;17686;5777;1554;2796;1026;1737;1281;112313;15085;4681;32563;4909;...;5092;3852;2474;3639;6094;7099;906;9922;15194;14888;9263;4808;2300;33259;...;50717;...;6642;6381;28003;3983;1670;2841;9038;633;3969;8883;5478;1187;1310;2309;10355;16937;...;2192;7918;60481;3681;2506;6474;10942;2490
"2018";"Février";"Suisse";1636734;...;335192;126877;65781;24735;179631;9075;74484;70376;15741;14146;23515;13470;7737;27281;11200;6740;8578;11743;2468;1158;16738;5425;1445;3298;1496;1272;1363;103998;14633;3414;22584;4554;...;3875;3496;2538;3828;2675;9360;686;12132;16102;14784;8751;4029;2307;13656;...;86596;...;10017;3181;20651;4947;1760;1740;8786;580;7011;8224;5781;1987;1410;1991;6569;14998;...;2275;7334;30701;3523;2449;8523;5699;2441
"2018";"Mars";"Suisse";1553122;...;423703;126666;80377;32898;170299;8851;59721;67528;7323;10621;30953;12510;10123;39366;13284;7010;10257;13244;2354;1092;22870;8276;1355;3589;1433;1268;1067;133886;19041;4578;14919;3799;...;5031;4848;4177;5026;5316;11884;976;16027;32403;20977;12539;6185;3080;12412;...;70289;...;10515;7405;25100;5530;3222;2011;11633;1798;8633;19787;9310;2439;2152;1832;10274;23793;...;2325;7881;35601;4540;2713;11948;6198;2878
"2018";"Avril";"Suisse";1138424;...;250820;88600;71171;27630;109628;6196;32431;46004;6584;7084;13856;5586;5926;32558;11655;6475;8280;11134;2173;883;15741;6466;1621;3276;986;950;1354;127898;14921;4028;17736;4762;...;4769;4439;2664;3999;4431;10934;731;12980;56268;15753;12645;5744;3679;18354;...;92511;...;10893;10897;36001;8482;3685;2893;10777;1611;11533;45016;6085;935;1233;1240;15260;22249;...;2752;7616;24136;3421;2471;6925;5308;2654
"2018";"Mai";"Suisse";1167780;...;281486;86446;63736;30991;111331;7840;40145;20960;6273;8335;11813;5870;6377;35408;10696;5854;8567;10307;2430;1385;16312;7900;1315;3187;914;866;2002;193966;22706;5451;22563;6873;...;5920;5505;1901;3687;5054;11382;853;11073;189027;24470;11663;4287;2311;28793;...;118172;...;13407;7082;47251;6053;4571;3605;14431;1377;21861;31331;6178;1142;963;1130;11234;14636;...;2175;7597;23871;3501;2282;8368;6139;2395
"2018";"Juin";"Suisse";1472449;...;332115;97136;72477;38427;160989;8031;51693;44901;6267;9103;14087;7807;8171;41753;11814;6172;8062;13495;2267;1580;16168;9631;1495;3716;1032;1964;2424;304054;28472;7076;20288;6245;...;8140;7499;3048;4068;5928;13440;1551;19269;156298;52537;16776;7301;4592;41199;...;147267;...;19897;19293;52386;7733;4200;5210;20266;2664;40545;20249;8066;1577;1376;1397;26225;22418;...;2659;8001;23824;4417;2369;10060;5661;2733
"2018";"Juillet";"Suisse";1859775;...;401671;119071;73642;41094;169437;8234;85112;97190;7679;20524;20302;15618;7813;53913;10318;7045;8624;14604;3427;1227;16610;11174;1604;3756;1467;1845;2394;317038;33303;10403;22637;5787;...;7546;7001;4573;4875;6093;11343;3952;36262;97520;86598;19492;20231;17982;47033;...;180223;...;21629;6120;59822;5874;3124;5587;11507;6521;29924;17804;11044;1623;1349;1551;88004;73213;...;2138;9161;29951;4458;2585;16112;6816;2009
"2018";"Août";"Suisse";1823955;...;451440;156781;121221;44854;175012;8445;88286;85647;11902;10667;13914;6921;6001;76591;11220;8170;8908;13724;2920;1808;17113;12991;1264;3697;1534;1998;1825;269638;33321;5850;16614;5446;...;6192;5565;4087;4747;4263;9930;6623;42753;79387;61656;19140;31124;35777;36144;...;189111;...;17352;3381;57872;5118;2951;5737;10729;5757;26629;13575;10905;1197;1152;2218;107848;95271;...;2844;10385;30776;4813;3031;14381;6471;2064
"2018";"Septembre";"Suisse";1693231;...;367574;97274;68002;42338;154897;8204;52752;39246;6762;10421;15951;9918;7499;45250;11066;5938;7430;11743;2332;1776;15218;9691;1414;3704;1386;1023;2595;279470;36283;6000;20776;5898;...;6793;6392;3486;4536;4749;11646;1413;19457;61419;40300;15962;7070;5868;44892;...;147396;...;15777;6963;48014;8059;4907;5468;12753;2705;26780;16695;7912;1119;1197;1438;28921;25215;...;2503;7986;22027;3654;2829;9916;5279;2345
"2018";"Octobre";"Suisse";1473123;...;253326;91500;64359;29961;90480;6668;36203;19845;4557;8706;12188;6770;6524;33625;10215;6143;7198;11600;2320;751;13119;7302;1515;3386;1016;746;1905;174962;25502;5116;18944;4103;...;6937;6475;3292;4785;4177;13711;1405;11738;54116;23998;16573;6206;3589;25206;...;139247;...;11924;7085;41647;7580;3945;3532;11826;2087;20835;33143;7248;878;964;1264;17461;18596;...;2632;7677;21294;4006;2962;6719;5581;2696
"2018";"Novembre";"Suisse";943648;...;191021;83107;67796;23560;71494;6604;22226;17950;3817;5823;9145;4660;4907;30686;9976;6924;7022;10030;1982;789;11869;6178;1021;2836;954;1479;1139;100911;13355;3844;12885;2449;...;5334;5418;2988;4579;2764;10685;442;7366;28534;14128;11494;4292;2062;11272;...;70227;...;6026;5466;20503;6873;3007;1647;11893;1060;6148;13383;6370;912;1696;1284;11237;12989;...;2404;7274;21202;3181;2409;6874;5709;2210
"2018";"Décembre";"Suisse";1230695;...;288910;109751;95262;19933;129876;7116;45416;42922;9729;7693;10027;4260;5501;41319;12456;14987;8008;10773;2018;688;12415;4393;1154;3263;1631;2160;1109;134567;14337;5080;19543;1859;...;4990;4817;2730;4883;7090;8937;1527;11533;23672;12496;9980;6419;3424;32974;...;67763;...;11943;13981;19000;13841;3584;3084;26968;595;7862;18075;6602;1515;1390;1556;9101;20335;...;2511;7700;33053;3130;1831;8281;6988;2086
"2019";"Janvier";"Suisse";1400010;...;302070;98435;73368;22749;128034;7601;42256;55410;9721;7446;13186;6521;4558;26697;9986;8850;11302;10994;1927;850;16741;5751;1273;2490;1417;1978;...;123436;14664;4559;31948;3807;...;6968;3842;2382;3559;6071;8296;847;9653;15482;15281;8263;5061;2642;33931;...;58660;...;6840;5852;23452;3760;1641;3100;9713;686;5820;9860;5969;1028;1689;2033;8712;16127;...;2424;7526;56319;3084;2259;6518;10890;2475
"2019";"Février";"Suisse";1585344;...;299499;126393;66269;25662;182301;8520;72535;59148;18380;14628;22368;12628;8584;28226;10203;6921;8099;11643;2291;1336;17261;5520;1170;2741;1137;1496;...;117865;14222;3134;14821;3503;...;5456;3779;2927;3867;3857;9188;947;10773;21683;14729;9349;4327;3294;12328;...;81070;...;11784;5126;21284;5033;1411;2018;8834;776;8714;10212;6537;2236;1169;1907;6432;13675;...;2154;7345;28714;3025;2294;8615;6078;2708
"2019";"Mars";"Suisse";1586934;...;422836;127357;81616;31696;151061;7724;60475;86788;7601;10270;25909;11506;7863;33276;14317;8799;8651;12033;2635;1096;20849;8312;1365;3733;1374;1334;...;148133;18872;4074;19889;3476;...;5646;4285;3261;5423;6783;10928;1300;14822;31459;20171;10422;5423;2659;12188;...;73831;...;9396;6752;22577;6252;2087;2747;11812;1368;9753;18349;7963;1967;1738;1871;11337;19198;...;3076;7972;34219;4283;2512;11699;6521;2459
"2019";"Avril";"Suisse";1153250;...;272416;91808;71154;26734;114314;6006;34131;44188;7164;7502;12737;6402;6769;36284;12131;5236;6956;9740;2008;1194;16345;7017;1321;3154;910;902;...;139010;15983;5616;18441;3742;...;5684;5562;2554;4558;3927;9640;1226;11384;63016;15961;13746;7540;4052;20232;...;97348;...;13648;12916;32714;8347;4719;2741;12082;2476;12292;42197;6287;1057;1150;1127;15116;25699;...;2459;7411;21938;3529;2130;7038;4930;2500
"2019";"Mai";"Suisse";...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...
"2019";"Juin";"Suisse";...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...
"2019";"Juillet";"Suisse";...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...
"2019";"Août";"Suisse";...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...
"2019";"Septembre";"Suisse";...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...
"2019";"Octobre";"Suisse";...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...
"2019";"Novembre";"Suisse";...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...
"2019";"Décembre";"Suisse";...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...
